readAlignmentCoord,A,B,C,D,E,F,G,H,1,2,3,4,5,6,7,8,9,10,11,12,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08,PR09,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10
3635365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3635917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635918,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,290,0,0,2,223,0,0,0,0,0,0,0,0,799,1,1,0,0,0,1,0,0,0
3635919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637526,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3637527,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3637528,795,0,0,1,0,1,0,1,0,0,0,0,1156,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1040
3637529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638340,0,0,0,0,0,1,307,0,0,0,0,1,0,0,199,0,0,1,0,0,0,1,0,293,0,1,0,0,0,0,559,0,0,0,0,0,0,0,0
3638341,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639034,2206,3,3,4,2,5,1,2173,11,2442,2010,25,2,4,2,0,3,8,6,2,5,3,2,2,2,4728,1,2,0,5,2,3,4,0,2,2,6,6887,1
3639035,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
3639036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3639372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639373,8,4,9,5,6,9,31851,6,6,8,5,19,4,3,8,5,11,10,12,28404,15058,9,7,39,8,10,10,1,6,11,11,9,10,3,12,3,12,12,14542
3639374,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3639375,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3640130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3642916,0,0,0,120,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,1,0,0,0,329,0,0,0,0,0,0
3644141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3644142,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3644143,0,0,1,0,840,0,0,0,1,0,471,1,0,1,0,0,1,0,0,0,1429,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,999
3645012,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3645013,32,17,14,18,3559,18628,13,12,14506,16,4,19,13,13,8,15,14,31,12,15,38,22,21,12,48938,13,20,11,9,19,18,13,10,12,34,21,14,57548,11
3645014,0,0,0,0,4,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,37,0
3645015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3645017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3645843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3645844,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3645845,0,50,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3645846,7,3857,2,2,1,3,2,4,1,0,1,2,1,5815,12,3,0,55,1,2,5,4620,3,4,6,1,2,2,15,4,5,2,4,1,4,3,2,3,11423
3645951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3646236,2,2,3,5,6,13,7321,8,64,10195,1,7,7,5,5,6,4,29,6,5,12422,6,6,15,8,6,5,1,6,10,8,5,8,6,9,9,5,28721,4
3646237,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
3646238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646500,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3646681,0,0,0,0,0,13,6,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0
3646682,1,0,0,2,2,1163,1118,959,0,0,0,0,1,0,1,2,1366,0,0,0,2,2,0,4,1,3,0,0,1416,1,0,774,0,1,0,0,1,1,0
3646683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647603,1,1618,0,1,1,1,0,1,0,2,0,2,0,1146,0,0,0,1,1,0,0,1297,1,0,0,0,0,0,2,1,0,1786,0,0,3,0,2,0,1
3647604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
3647605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
3648048,3,8,3,1,2,3,4191,1,4,1,2,2,7289,3,2,5,2,2,0,5,1,4,3,8991,2,1,1,2,1,3,3,5019,4,0,5,4,4,5,1
3648049,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3648050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648051,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648379,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3648380,0,0,0,1,0,0,0,45,0,0,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,139
3648382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3648469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3649670,0,1,0,1,22,0,0,0,1,0,0,0,0,0,0,0,63,0,0,1,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
3652495,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3652496,3,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0
3652497,238,1,0,2,1,0,1,543,1,1,0,600,937,1,0,1,2,0,0,3,2,1,0,0,1,1682,0,0,0,1,0,0,0,1196,1,0,0,3,3
3652499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653137,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0
3653138,1,1,1,0,829,4,1,0,1,0,1,1,5,0,1,4,0,2,0,6145,4,1,2,1,2040,0,0,0,1,1316,1,1,0,0,1,3,2,1,0
3654445,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
3654446,0,0,0,0,2,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0
3654447,0,0,0,0,10,16,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,56,0,0,0,0,0,0,1,0,0
3654448,10,3,4,8,1954,2363,5,4,6,3,2,13893,5,11,3,8,3,2,9,7,8,1,3,3,8,6,5,6,7801,11806,5,5,5,4,4,4,4,3,22
3654449,1,0,0,0,2,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0
3656084,1,2,0,0,2,0,1929,0,1,0,377,0,2,0,0,0,2,0,1,0,0,1,1983,0,1,1,1,0,1,0,1,2,2,1,1253,0,1,2,0
3656085,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657548,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3657549,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
3657550,0,217,242,0,0,0,0,0,1,1,1,1,1083,0,0,0,1,0,0,1,0,0,0,0,1,736,1,1,0,1,0,0,1,0,0,0,0,1022,0
3657551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658410,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
3658411,2,0,0,2,0,0,0,282,1,0,0,0,768,0,0,1,1,0,0,0,0,1,278,0,2,0,0,0,1,1,0,0,0,1,0,1240,0,0,0
3659680,388,0,0,0,1,0,0,175,1,0,0,0,0,0,0,0,216,356,0,1,0,0,0,0,0,619,0,0,0,1,0,1,1,1,1,0,0,545,0
3659681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662521,0,0,0,103,0,0,0,0,65,0,2,0,0,0,1,0,0,0,0,0,0,0,180,0,0,0,0,0,1,0,0,0,0,0,343,0,0,0,0
3662993,0,0,0,377,0,0,0,1,0,0,132,0,0,1,0,0,0,0,0,0,0,0,658,0,0,0,1,0,0,0,0,0,0,0,0,788,0,0,0
3664107,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3664108,0,0,0,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664109,1,0,1,0,0,1399,0,0,0,1,64,274,0,0,0,0,0,1,0,0,0,0,309,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,194
3664441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665354,0,0,58,56,0,0,0,0,0,0,1,0,0,0,145,0,0,0,0,0,0,0,0,0,0,292,0,0,0,1,1,0,0,400,0,0,0,0,0
3665866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666984,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666985,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3666986,0,1,0,0,0,0,3,3519,1,0,0,1432,0,1,0,1,3,1,0,0,0,0,0,1072,1,2,0,7,2,230,0,1,0,0,1,0,1,0,0
3666987,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3666988,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3669260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
3669405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669679,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3669680,0,2202,1,1,0,1,1,1,0,2,1,0,0,1,1,1,1,0,2172,1,0,418,0,2,1,0,0,0,6,2,0,1,1,1,0,1491,0,1,1
3669682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3670383,0,2,82,0,0,0,0,0,0,1,0,121,0,0,0,0,0,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,1,0,0,225,0,0
3671488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672413,0,0,0,0,0,0,1176,0,493,0,0,0,0,0,1,0,1,1,1,1,1,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1140,0
3672649,1427,0,2,1,1,1,0,0,3,0,1,0,0,0,1,0,1,675,0,0,0,1,1041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0
3672650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674260,3,283,0,2,0,2,1,2,0,0,2,0,2,0,0,1,3,2,1,2875,3,2,4028,2,1,2,2,0,0,1,1,0,0,1,1,2,3,2,2659
3674261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3674755,2,0,0,0,0,643,0,0,0,2,0,1,0,0,0,2186,0,1,1,0,0,3,1,938,0,0,0,0,0,0,0,1,0,559,0,0,0,2,0
3674756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3675530,11,11,11,22547,5,10,9,20,59,14,13391,4,10,10,10,12,4,15,7,12,24,6,18130,15,16,14,29,8,9,10,9,8,17,8,13,11,11,34370,17
3675531,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
3675532,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
3675533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677682,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3677683,0,97,0,0,1,0,0,0,0,1,0,0,0,344,0,1,0,0,0,0,0,0,0,0,0,361,0,0,2,0,225,0,0,0,0,0,1,0,0
3681602,1,1033,1,0,0,2,0,0,0,0,2,1166,1,0,0,0,2,2,0,2,642,2,0,1,0,2,1,1,1,1,0,0,0,0,1,1,1739,0,0
3681603,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681604,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682110,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3682111,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3682112,0,33,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3682113,0,109,0,1,0,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3682114,7,12483,2,4,0,2,2,5,5402,1,2,4,5,3,6,3,1,11,5,7,4590,3,4,1,6,2,4,1,1,5,1,4,5,1,1,6,3,9,5641
3682115,0,54,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3682116,0,40,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3682117,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682118,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3682880,6043,1,3,1,0,8,2,2,6,2,0,2,3,1,1,1,7283,11,1,7,7911,6,3,7,5,2,3,1,1,4,1,2,4,0,2,2,4913,2,3
3682881,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3683586,0,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,434,0,0,196,0,1,0,1,0,0,3,0,397,0,0,0,0,0,0,0,0
3683588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689726,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0
3689727,2,0,2,2,128,1485,0,0,1,1,0,1,1616,0,1,1,0,0,1,1,0,1,1,2,0,1553,2,0,2,1754,1,0,0,2,1,2,0,0,2
3691570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3691914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3691915,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0
3691916,654,611,0,2,0,0,4,3,1,1,0,1,0,0,0,0,0,0,3059,2,1,0,2,0,3,1,1193,0,12,1,0,0,685,1,0,1,0,1,1
3691917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692265,0,0,0,0,0,0,0,51,62,1,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0
3692823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693784,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694396,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0
3694397,0,99,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0,0,0,0,0
3694398,10,7203,6022,5,4,3,6,5,12,13,3,3,8,3,4,4,5,29995,4,6,7,6,4,8,4,10,4,9874,8,7,62,11973,4,10,1,11,8,5,6
3694400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3695674,16,11,15,14320,11,16,14,5,14,8,13,10,11,18,8,35073,9,18,8,19,28560,11,17,15,24,15,17,6,10,10,15,8,14,7,12,9,35623,11,13
3695675,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
3695677,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
3696765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3696766,0,0,0,0,260,0,1,1,0,0,0,1,1,450,0,0,0,0,1,0,1,0,852,0,0,1,1,0,0,0,0,0,1,0,969,0,0,0,0
3696792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
