Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags
398,PR19,PC20,F2,"339740","unambiguous","SO_0338","71","0.21","SO_0338"
398,PR19,PC20,F3,"112200","unambiguous","fdnH","480","0.53","SO_0102"
398,PR19,PC20,F4,"124870, 2341077","ambiguous, unambiguous","SO_0114, SO_2224","135,41","0.22, 0.09","SO_0114, SO_2224"
398,PR19,PC20,F5,"","","","","",""
398,PR19,PC20,F6,"1835671, 3607934","unambiguous, ambiguous","None, None","NA,NA","NA, NA","None, None"
398,PR19,PC20,F7,"202177, 4887086","ambiguous, ambiguous","SO_0192, wcvB","442,156","1.00, 0.13","SO_0192, SO_4687"
398,PR19,PC20,F8,"3089698","unambiguous","SO_2951","411","0.19","SO_2951"
398,PR19,PC20,F9,"","","","","",""
398,PR19,PC20,F10,"","","","","",""
398,PR19,PC20,F11,"3607934, 4604989, 4887086","ambiguous, unambiguous, ambiguous","None, glnA, wcvB","NA,1326,156","NA, 0.94, 0.13","None, SO_4410, SO_4687"
398,PR19,PC20,F12,"124870","ambiguous","SO_0114","135","0.22","SO_0114"
398,PR19,PC20,G1,"158828, 4163933","unambiguous, ambiguous","SO_0150, mltD","348,568","0.45, 0.40","SO_0150, SO_4017"
398,PR19,PC20,G2,"1799928","ambiguous","None","NA","NA","None"
398,PR19,PC20,G3,"436955, 4902529","ambiguous, unambiguous","ampE, SO_4700","677,387","0.80, 0.49","SO_0422, SO_4700"
398,PR19,PC20,G4,"959253, 3942418","ambiguous, ambiguous","None, SO_3791","NA,142","NA, 0.12","None, SO_3791"
398,PR19,PC20,G5,"2031387, 5098857","unambiguous, ambiguous","sdhD, SO_A0141","117,291","0.34, 0.17","SO_4778, SO_A0141"
398,PR19,PC20,G6,"4404564","unambiguous","None","NA","NA","None"
398,PR19,PC20,G7,"4541874","ambiguous","ilvC","1355","0.92","SO_4349"
398,PR19,PC20,G8,"1323439","unambiguous","puuB","683","0.53","SO_1274"
398,PR19,PC20,G9,"","","","","",""
398,PR19,PC20,G10,"940829, 3251162, 5098857","unambiguous, unambiguous, ambiguous","SO_0914, cheV, SO_A0141","422,569,291","0.35, 0.63, 0.17","SO_0914, SO_3123, SO_A0141"
398,PR19,PC20,G11,"3568166, 5098857","unambiguous, ambiguous","None, SO_A0141","NA,291","NA, 0.17","None, SO_A0141"
398,PR19,PC20,G12,"","","","","",""
398,PR19,PC20,H1,"4096200","ambiguous","mlaD","218","0.46","SO_3952"
398,PR19,PC20,H2,"13223","unambiguous","SO_0012","568","0.86","SO_0012"
398,PR19,PC20,H3,"399877, 845666, 2652824, 4647966","unambiguous, unambiguous, unambiguous, ambiguous","SO_0384, SO_0827, None, SO_4457","368,140,NA,87","0.53, 0.09, NA, 0.06","SO_0384, SO_0827, None, SO_4457"
398,PR19,PC20,H4,"845666, 2652824","unambiguous, unambiguous","SO_0827, None","140,NA","0.09, NA","SO_0827, None"
398,PR19,PC20,H5,"465248","unambiguous","SO_0440","3004","0.93","SO_0440"
398,PR19,PC20,H6,"3293866","unambiguous","wbfD","218","0.31","SO_3157"
398,PR19,PC20,H7,"3214811.0, 4533549","unambiguous, unambiguous","SO_3090, None","413,NA","0.43, NA","SO_3090, None"
398,PR19,PC20,H8,"3905587","unambiguous","SO_3758","267","0.28","SO_3758"
398,PR19,PC20,H9,"3333040","unambiguous","wza","1033","0.37","SO_3193"
398,PR19,PC20,H10,"472706","unambiguous","SO_0444","456","0.31","SO_0444"
398,PR19,PC20,H11,"1176334","unambiguous","SO_1135","443","0.52","SO_1135"
398,PR19,PC20,H12,"4796016","unambiguous","mtr","589","0.47","SO_4601"
399,PR19,PC21,A1,"","","","","",""
399,PR19,PC21,A2,"2470.0, 5077470","unambiguous, ambiguous","SO_0002, None","1516,NA","0.98, NA","SO_0002, None"
399,PR19,PC21,A3,"1176763","unambiguous","None","NA","NA","None"
399,PR19,PC21,A4,"504196, 1376861, 1593847, 3741502","unambiguous, unambiguous, ambiguous, ambiguous","sirA, None, lldE, None","1554,NA,73,NA","0.73, NA, 0.10, NA","SO_0479, None, SO_1520, None"
399,PR19,PC21,A5,"129261, 2098523, 3145794","ambiguous, unambiguous, unambiguous","SO_0119, None, putA","21,NA,1645","0.05, NA, 0.75","SO_0119, None, SO_3033"
399,PR19,PC21,A6,"129261, 175876, 2329559, 4823206","ambiguous, unambiguous, unambiguous, ambiguous","SO_0119, gspE, SO_2216, SO_4628","21,1464,207,1702","0.05, 0.94, 0.09, 0.86","SO_0119, SO_0167, SO_2216, SO_4628"
399,PR19,PC21,A7,"882083, 4347799","ambiguous, ambiguous","glyP, SO_4176","867,188","0.64, 0.10","SO_0858, SO_4176"
399,PR19,PC21,A8,"3547443","ambiguous","SO_3410","36","0.08","SO_3410"
399,PR19,PC21,A9,"2154263","unambiguous","frmA","399","0.35","SO_2054"
399,PR19,PC21,A10,"866016, 882083, 4790731","unambiguous, ambiguous, unambiguous","SO_0843, glyP, cusA","375,867,935","0.43, 0.64, 0.30","SO_0843, SO_0858, SO_4598"
399,PR19,PC21,A11,"277084","ambiguous","SO_0273","96","0.18","SO_0273"
399,PR19,PC21,A12,"352928, 2831898, 5077470, 5122360","unambiguous, unambiguous, ambiguous, ambiguous","prpR, pnuT, None, SO_A0163","368,228,NA,16","0.48, 0.34, NA, 0.03","SO_0346, SO_2713, None, SO_A0163"
399,PR19,PC21,B1,"2851127","unambiguous","None","NA","NA","None"
399,PR19,PC21,B2,"2470, 4824166","ambiguous, ambiguous","SO_0002, SO_4628","1516,742","0.98, 0.37","SO_0002, SO_4628"
399,PR19,PC21,B3,"669113, 831630, 2789830, 3220612, 4033873, 4110333, 4161004, 5080110","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, unambiguous","SO_0640, metE, tnpA, batD, SO_3886, None, SO_4015, SO_A0124","947,363,384,449,235,NA,395,501","0.95, 0.16, 0.19, 0.27, 0.50, NA, 0.30, 0.62","SO_0640, SO_0818, SO_2654, SO_3095, SO_3886, None, SO_4015, SO_A0124"
399,PR19,PC21,B4,"2789830, 2931140","unambiguous, ambiguous","tnpA, SO_2808","384,310","0.19, 0.46","SO_2654, SO_2808"
399,PR19,PC21,B5,"669113, 4110333","unambiguous, ambiguous","SO_0640, None","947,NA","0.95, NA","SO_0640, None"
399,PR19,PC21,B6,"4824166","ambiguous","SO_4628","742","0.37","SO_4628"
399,PR19,PC21,B7,"4824166, 5100022","ambiguous, ambiguous","SO_4628, SO_A0141","742,1456","0.37, 0.84","SO_4628, SO_A0141"
399,PR19,PC21,B8,"2059694, 3547443, 4033873","ambiguous, ambiguous, unambiguous","SO_1953, SO_3410, SO_3886","22,36,235","0.02, 0.08, 0.50","SO_1953, SO_3410, SO_3886"
399,PR19,PC21,B9,"43835, 2079970, 4161004, 4824166, 5080110","ambiguous, ambiguous, unambiguous, ambiguous, unambiguous","aroE, SO_1975, SO_4015, SO_4628, SO_A0124","118,48,395,742,501","0.14, 0.05, 0.30, 0.37, 0.62","SO_0040, SO_1975, SO_4015, SO_4628, SO_A0124"
399,PR19,PC21,B10,"27627, 866016, 882083","ambiguous, unambiguous, ambiguous","pepQ, SO_0843, glyP","558,375,867","0.42, 0.43, 0.64","SO_0022, SO_0843, SO_0858"
399,PR19,PC21,B11,"277084, 2045791, 3220612","ambiguous, ambiguous, unambiguous","SO_0273, SO_1942, batD","96,966,449","0.18, 0.77, 0.27","SO_0273, SO_1942, SO_3095"
399,PR19,PC21,B12,"","","","","",""
399,PR19,PC21,C1,"4350928","unambiguous","mxdC","125","0.12","SO_4178"
399,PR19,PC21,C2,"569204","unambiguous","rimK","272","0.30","SO_0546"
399,PR19,PC21,C3,"3477017","unambiguous","SO_3328","434","0.95","SO_3328"
399,PR19,PC21,C4,"2785778, 4581293","ambiguous, unambiguous","SO_2648, SO_4385","558,963","0.84, 0.71","SO_2648, SO_4385"
399,PR19,PC21,C5,"87778, 352856, 4734986","unambiguous, unambiguous, ambiguous","icfE, prpR, SO_4539","717,440,3969","0.40, 0.58, 0.81","SO_0075, SO_0346, SO_4539"
399,PR19,PC21,C6,"4664014","unambiguous","fieF","234","0.26","SO_4475"
399,PR19,PC21,C7,"1852192","unambiguous","None","NA","NA","None"
399,PR19,PC21,C8,"","","","","",""
399,PR19,PC21,C9,"","","","","",""
399,PR19,PC21,C10,"723212","unambiguous","SO_0705","144","0.61","SO_0705"
399,PR19,PC21,C11,"","","","","",""
399,PR19,PC21,C12,"2785778, 4799507","ambiguous, ambiguous","SO_2648, lexA","558,318","0.84, 0.51","SO_2648, SO_4603"
399,PR19,PC21,D1,"3369678, 4274185","ambiguous, unambiguous","flrC, mshI1","502,764","0.37, 0.87","SO_3230, SO_4115"
399,PR19,PC21,D2,"1138924","unambiguous","None","NA","NA","None"
399,PR19,PC21,D3,"5026351","unambiguous","None","NA","NA","None"
399,PR19,PC21,D4,"1696359, 2138428","ambiguous, unambiguous","SO_1614, rmuC","9,1612","0.01, 1.00","SO_1614, SO_2041"
399,PR19,PC21,D5,"1524425, 4134314","unambiguous, unambiguous","SO_1462, SO_3996","626,323","0.38, 0.57","SO_1462, SO_3996"
399,PR19,PC21,D6,"","","","","",""
399,PR19,PC21,D7,"4740169","unambiguous","None","NA","NA","None"
399,PR19,PC21,D8,"","","","","",""
399,PR19,PC21,D9,"89924, 1538397, 3902804","ambiguous, unambiguous, unambiguous","SO_0076, tmRNA, None","929,102,NA","0.37, 0.29, NA","SO_0076, SO_m003, None"
399,PR19,PC21,D10,"3246750","unambiguous","SO_3119","308","0.71","SO_3119"
399,PR19,PC21,D11,"757053","unambiguous","SO_0740","346","0.37","SO_0740"
399,PR19,PC21,D12,"654847, 2083505, 3414854","unambiguous, ambiguous, unambiguous","SO_0628, None, SO_3274","1379,NA,143","0.63, NA, 0.30","SO_0628, None, SO_3274"
399,PR19,PC21,E1,"160426, 5005221","ambiguous, unambiguous","SO_0152, None","1806,NA","0.91, NA","SO_0152, None"
399,PR19,PC21,E2,"1703446, 2913998, 4375828","unambiguous, unambiguous, unambiguous","SO_1621, cdd, tnpA","133,210,907","0.80, 0.24, 0.94","SO_1621, SO_2791, SO_4210"
399,PR19,PC21,E3,"1158230, 3855598","unambiguous, unambiguous","dinB, nupX","1072,265","1.00, 0.21","SO_1114, SO_3706"
399,PR19,PC21,E4,"","","","","",""
399,PR19,PC21,E5,"1954983.0","unambiguous","pgsA","547","1.00","SO_1862"
399,PR19,PC21,E6,"2913998, 3977372","unambiguous, unambiguous","cdd, None","210,NA","0.24, NA","SO_2791, None"
399,PR19,PC21,E7,"3523810","ambiguous","SO_3385","753","0.73","SO_3385"
399,PR19,PC21,E8,"4511789","unambiguous","SO_4323","1881","0.98","SO_4323"
399,PR19,PC21,E9,"3855598","unambiguous","nupX","265","0.21","SO_3706"
399,PR19,PC21,E10,"2717070","unambiguous","SO_2589","274","0.33","SO_2589"
399,PR19,PC21,E11,"2586878","unambiguous","SO_2461","6331","0.92","SO_2461"
399,PR19,PC21,E12,"1081009","unambiguous","artM","545","0.75","SO_1042"
399,PR19,PC21,F1,"160426, 2424826","ambiguous, unambiguous","SO_0152, None","1806,NA","0.91, NA","SO_0152, None"
399,PR19,PC21,F2,"2415034","unambiguous","ald","1055","0.95","SO_2304"
399,PR19,PC21,F3,"","","","","",""
399,PR19,PC21,F4,"2291754","unambiguous","queD","775","0.89","SO_2179"
399,PR19,PC21,F5,"149099","unambiguous","SO_0141","740","0.23","SO_0141"
399,PR19,PC21,F6,"1028121, 3401137","unambiguous, unambiguous","SO_0996, SO_3264","461,837","0.92, 0.71","SO_0996, SO_3264"
399,PR19,PC21,F7,"76955, 3523810, 4289323","ambiguous, ambiguous, unambiguous","SO_0066, SO_3385, SO_4131","4591,753,372","0.81, 0.73, 0.49","SO_0066, SO_3385, SO_4131"
399,PR19,PC21,F8,"4083180","unambiguous","purA","878","0.68","SO_3937"
399,PR19,PC21,F9,"89924, 769798, 906873","ambiguous, unambiguous, ambiguous","SO_0076, atmA, pepB","929,1388,1261","0.37, 0.78, 0.98","SO_0076, SO_0754, SO_0876"
399,PR19,PC21,F10,"","","","","",""
399,PR19,PC21,F11,"465159, 689108","ambiguous, unambiguous","SO_0440, SO_0670","3093,540","0.96, 0.60","SO_0440, SO_0670"
399,PR19,PC21,F12,"1965656, 3656575","ambiguous, unambiguous","SO_1872, nagA","4038,1101","0.95, 0.97","SO_1872, SO_3505"
399,PR19,PC21,G1,"3328846, 4434648","unambiguous, ambiguous","wbpA, SO_4258","590,332","0.46, 0.38","SO_3190, SO_4258"
399,PR19,PC21,G2,"2269309","unambiguous","SO_2155","359","0.94","SO_2155"
399,PR19,PC21,G3,"2800986, 3988156, 4465535","unambiguous, ambiguous, unambiguous","gp26, SO_3838, SO_4285","95,1361,90","0.33, 0.73, 0.35","SO_2676, SO_3838, SO_4285"
399,PR19,PC21,G4,"27627, 3936074","ambiguous, unambiguous","pepQ, rhlE","558,600","0.42, 0.37","SO_0022, SO_3783"
399,PR19,PC21,G5,"2064492, 5121687","unambiguous, unambiguous","SO_1958, None","26,NA","0.06, NA","SO_1958, None"
399,PR19,PC21,G6,"","","","","",""
399,PR19,PC21,G7,"1387617, 3430107, 4289323, 4615916","unambiguous, ambiguous, unambiguous, unambiguous","mutH, purL, SO_4131, None","267,2719,372,NA","0.40, 0.70, 0.49, NA","SO_1330, SO_3287, SO_4131, None"
399,PR19,PC21,G8,"2487849","unambiguous","phoX","494","0.24","SO_2385"
399,PR19,PC21,G9,"","","","","",""
399,PR19,PC21,G10,"27627","ambiguous","pepQ","558","0.42","SO_0022"
399,PR19,PC21,G11,"465159.0","unambiguous","SO_0440","3093","0.96","SO_0440"
399,PR19,PC21,G12,"5099313","ambiguous","SO_A0141","747","0.43","SO_A0141"
399,PR19,PC21,H1,"1737639, 4434648","ambiguous, ambiguous","SO_1651, SO_4258","411,332","0.12, 0.38","SO_1651, SO_4258"
399,PR19,PC21,H2,"","","","","",""
399,PR19,PC21,H3,"1084106, 3368806","unambiguous, unambiguous","SO_1045, None","767,NA","0.93, NA","SO_1045, None"
399,PR19,PC21,H4,"542052, 564932, 2931140","unambiguous, ambiguous, ambiguous","SO_0520, SO_0544, SO_2808","309,467,310","0.10, 0.22, 0.46","SO_0520, SO_0544, SO_2808"
399,PR19,PC21,H5,"2271091, 2935719","unambiguous, unambiguous","SO_2156, None","815,NA","0.38, NA","SO_2156, None"
399,PR19,PC21,H6,"565139, 4672473","unambiguous, unambiguous","SO_0544, SO_4483","674,218","0.31, 0.37","SO_0544, SO_4483"
399,PR19,PC21,H7,"21187","ambiguous","SO_0017","942","0.30","SO_0017"
399,PR19,PC21,H8,"","","","","",""
399,PR19,PC21,H9,"1844321","unambiguous","None","NA","NA","None"
399,PR19,PC21,H10,"564932, 5004491","ambiguous, ambiguous","SO_0544, SO_A0045","467,1057","0.22, 0.77","SO_0544, SO_A0045"
399,PR19,PC21,H11,"4746441","unambiguous","SO_4549","37","0.23","SO_4549"
399,PR19,PC21,H12,"1036210, 3172289, 5099313","unambiguous, unambiguous, ambiguous","SO_1002, SO_3058, SO_A0141","136,258,747","0.06, 0.17, 0.43","SO_1002, SO_3058, SO_A0141"
400,PR20,PC01,A1,"5118474","unambiguous","SO_A0160","234","0.28","SO_A0160"
400,PR20,PC01,A2,"684658","unambiguous","gpE","1119","0.68","SO_0666"
400,PR20,PC01,A3,"3896848","unambiguous","argE","203","0.25","SO_3749"
400,PR20,PC01,A4,"4059045","unambiguous","SO_3914","2050","0.94","SO_3914"
400,PR20,PC01,A5,"1447170","unambiguous","SO_1389","434","0.55","SO_1389"
400,PR20,PC01,A6,"","","","","",""
400,PR20,PC01,A7,"602924","unambiguous","arcS","3685","0.99","SO_0577"
400,PR20,PC01,A8,"","","","","",""
400,PR20,PC01,A9,"1510590","unambiguous","SO_1451","294","0.71","SO_1451"
400,PR20,PC01,A10,"4532852","unambiguous","SO_4341","225","0.25","SO_4341"
400,PR20,PC01,A11,"1694557","unambiguous","SO_1610","434","0.56","SO_1610"
400,PR20,PC01,A12,"4501610","ambiguous","bpfA","6448","0.78","SO_4317"
400,PR20,PC01,B1,"1874177, 2831900","unambiguous, ambiguous","SO_1787, pnuT","589,226","0.99, 0.34","SO_1787, SO_2713"
400,PR20,PC01,B2,"","","","","",""
400,PR20,PC01,B3,"354706, 595049, 1874177, 4729290","unambiguous, ambiguous, unambiguous, unambiguous","SO_0348, rapA, SO_1787, SO_4537","896,2138,589,703","0.99, 0.74, 0.99, 0.35","SO_0348, SO_0575, SO_1787, SO_4537"
400,PR20,PC01,B4,"","","","","",""
400,PR20,PC01,B5,"4729290","unambiguous","SO_4537","703","0.35","SO_4537"
400,PR20,PC01,B6,"595049.0","unambiguous","rapA","2138","0.74","SO_0575"
400,PR20,PC01,B7,"354706, 602924","unambiguous, unambiguous","SO_0348, arcS","896,3685","0.99, 0.99","SO_0348, SO_0577"
400,PR20,PC01,B8,"","","","","",""
400,PR20,PC01,B9,"","","","","",""
400,PR20,PC01,B10,"1845017","unambiguous","SO_1766","259","0.10","SO_1766"
400,PR20,PC01,B11,"1694557","unambiguous","SO_1610","434","0.56","SO_1610"
400,PR20,PC01,B12,"4501610","ambiguous","bpfA","6448","0.78","SO_4317"
400,PR20,PC01,C1,"3496350","unambiguous","pilT","686","0.66","SO_3351"
400,PR20,PC01,C2,"","","","","",""
400,PR20,PC01,C3,"","","","","",""
400,PR20,PC01,C4,"315051","unambiguous","ygiQ","75","0.03","SO_0311"
400,PR20,PC01,C5,"643236","unambiguous","None","NA","NA","None"
400,PR20,PC01,C6,"","","","","",""
400,PR20,PC01,C7,"2215947","unambiguous","SO_2114","1770","0.95","SO_2114"
400,PR20,PC01,C8,"477962","unambiguous","SO_0450","502","0.43","SO_0450"
400,PR20,PC01,C9,"5105084","unambiguous","None","NA","NA","None"
400,PR20,PC01,C10,"4708652","unambiguous","fdhB","137","0.24","SO_4514"
400,PR20,PC01,C11,"4819635","unambiguous","SO_4623","97","0.14","SO_4623"
400,PR20,PC01,C12,"","","","","",""
400,PR20,PC01,D1,"3695161","unambiguous","SO_3541","910","0.62","SO_3541"
400,PR20,PC01,D2,"37890","unambiguous","def","8","0.02","SO_0032"
400,PR20,PC01,D3,"4969563","unambiguous","mnmG","141","0.07","SO_4758"
400,PR20,PC01,D4,"716659","unambiguous","fsxA","110","0.20","SO_0698"
400,PR20,PC01,D5,"","","","","",""
400,PR20,PC01,D6,"","","","","",""
400,PR20,PC01,D7,"1657771","unambiguous","SO_1580","1134","0.51","SO_1580"
400,PR20,PC01,D8,"","","","","",""
400,PR20,PC01,D9,"4108848","unambiguous","None","NA","NA","None"
400,PR20,PC01,D10,"","","","","",""
400,PR20,PC01,D11,"","","","","",""
400,PR20,PC01,D12,"","","","","",""
400,PR20,PC01,E1,"324561","unambiguous","SO_0317","711","0.94","SO_0317"
400,PR20,PC01,E2,"2758930, 3637308","ambiguous, unambiguous","None, SO_3489","NA,433","NA, 0.46","None, SO_3489"
400,PR20,PC01,E3,"1266054, 2415137","ambiguous, unambiguous","deoA, ald","1302,952","0.98, 0.85","SO_1218, SO_2304"
400,PR20,PC01,E4,"780491","unambiguous","SO_0766","127","0.15","SO_0766"
400,PR20,PC01,E5,"193123","ambiguous","SO_0189","635","0.08","SO_0189"
400,PR20,PC01,E6,"81289.0, 1096321","unambiguous, unambiguous","natB, SO_1056","517,518","0.45, 0.27","SO_0069, SO_1056"
400,PR20,PC01,E7,"927369, 1634757","unambiguous, ambiguous","None, phoB","NA,270","NA, 0.39","None, SO_1558"
400,PR20,PC01,E8,"4297041","unambiguous","SO_4140","410","0.49","SO_4140"
400,PR20,PC01,E9,"1266055.0","unambiguous","deoA","1303","0.98","SO_1218"
400,PR20,PC01,E10,"","","","","",""
400,PR20,PC01,E11,"2592051","unambiguous","SO_2469","2301","0.86","SO_2469"
400,PR20,PC01,E12,"","","","","",""
400,PR20,PC01,F1,"512187, 577799, 871056","ambiguous, unambiguous, unambiguous","nosY, gumN, napA","559,787,453","0.62, 0.88, 0.18","SO_0488, SO_0557, SO_0848"
400,PR20,PC01,F2,"1554482","unambiguous","SO_1489","49","0.13","SO_1489"
400,PR20,PC01,F3,"3756012","unambiguous","mipA","591","0.68","SO_3592"
400,PR20,PC01,F4,"1410315","unambiguous","SO_1354","308","0.24","SO_1354"
400,PR20,PC01,F5,"4337288","ambiguous","None","NA","NA","None"
400,PR20,PC01,F6,"1834616","ambiguous","SO_1751","2904","0.82","SO_1751"
400,PR20,PC01,F7,"1834616","ambiguous","SO_1751","2904","0.82","SO_1751"
400,PR20,PC01,F8,"2575357, 3948039","unambiguous, unambiguous","malT, SO_3795","1102,194","0.69, 0.26","SO_2458, SO_3795"
400,PR20,PC01,F9,"268597","unambiguous","ccmH","384","0.80","SO_0268"
400,PR20,PC01,F10,"512187, 3925529, 5095701","ambiguous, unambiguous, unambiguous","nosY, None, SO_A0139","559,NA,672","0.62, NA, 0.69","SO_0488, None, SO_A0139"
400,PR20,PC01,F11,"","","","","",""
400,PR20,PC01,F12,"4613371","unambiguous","SO_4422","321","0.15","SO_4422"
400,PR20,PC01,G1,"","","","","",""
400,PR20,PC01,G2,"","","","","",""
400,PR20,PC01,G3,"5094446","unambiguous","SO_A0138","2163","0.87","SO_A0138"
400,PR20,PC01,G4,"4230723","unambiguous","SO_4077","1065","0.50","SO_4077"
400,PR20,PC01,G5,"","","","","",""
400,PR20,PC01,G6,"4057299","unambiguous","dusA","623","0.62","SO_3912"
400,PR20,PC01,G7,"854348","unambiguous","None","NA","NA","None"
400,PR20,PC01,G8,"","","","","",""
400,PR20,PC01,G9,"","","","","",""
400,PR20,PC01,G10,"","","","","",""
400,PR20,PC01,G11,"","","","","",""
400,PR20,PC01,G12,"2175960","unambiguous","SO_2079","26","0.09","SO_2079"
400,PR20,PC01,H1,"3329622","unambiguous","wzz","980","0.99","SO_3191"
400,PR20,PC01,H2,"699693","unambiguous","SO_0680","3072","0.78","SO_0680"
400,PR20,PC01,H3,"","","","","",""
400,PR20,PC01,H4,"","","","","",""
400,PR20,PC01,H5,"","","","","",""
400,PR20,PC01,H6,"3698716","unambiguous","xfp","2210","0.93","SO_3542"
400,PR20,PC01,H7,"4332391","unambiguous","ttrR","360","0.59","SO_4157"
400,PR20,PC01,H8,"3364136","unambiguous","fliI","495","0.37","SO_3225"
400,PR20,PC01,H9,"3329622","unambiguous","wzz","980","0.99","SO_3191"
400,PR20,PC01,H10,"3638035","unambiguous","None","NA","NA","None"
400,PR20,PC01,H11,"5074566","unambiguous","SO_A0115","4230","1.00","SO_A0115"
400,PR20,PC01,H12,"3093953","unambiguous","G","26","0.05","SO_2955"
401,PR20,PC02,A1,"4082610","unambiguous","motX","45","0.07","SO_3936"
401,PR20,PC02,A2,"947907","unambiguous","aaiD","1520","0.59","SO_0918"
401,PR20,PC02,A3,"1297747","unambiguous","None","NA","NA","None"
401,PR20,PC02,A4,"4019575","unambiguous","assT","1509","0.84","SO_3872"
401,PR20,PC02,A5,"1131388, 3936545","ambiguous, unambiguous","SO_1092, rhlE","717,1071","0.92, 0.67","SO_1092, SO_3783"
401,PR20,PC02,A6,"1526232","unambiguous","SO_1463","790","0.12","SO_1463"
401,PR20,PC02,A7,"3621728, 4295292","ambiguous, unambiguous","SO_3475, SO_4139","318,302","0.48, 0.20","SO_3475, SO_4139"
401,PR20,PC02,A8,"4055697","unambiguous","echH","504","0.68","SO_3908"
401,PR20,PC02,A9,"4082610","unambiguous","motX","45","0.07","SO_3936"
401,PR20,PC02,A10,"1897715, 2290898","unambiguous, ambiguous","None, None","NA,NA","NA, NA","None, None"
401,PR20,PC02,A11,"1131388","ambiguous","SO_1092","717","0.92","SO_1092"
401,PR20,PC02,A12,"651247","unambiguous","crp","133","0.21","SO_0624"
401,PR20,PC02,B1,"2150429, 3131136","ambiguous, unambiguous","SO_2050, trpE","643,1274","1.00, 0.74","SO_2050, SO_3019"
401,PR20,PC02,B2,"","","","","",""
401,PR20,PC02,B3,"546693, 562989, 1188086, 1567335, 2150429, 3131136, 3756276, 4211589, 4614025, 5069725","unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","SO_0523, SO_0542, SO_1144, None, SO_2050, trpE, mipA, metB, SO_4422, ompA","401,471,309,NA,643,1274,855,843,975,506","0.43, 0.35, 0.28, NA, 1.00, 0.74, 0.99, 0.71, 0.45, 0.49","SO_0523, SO_0542, SO_1144, None, SO_2050, SO_3019, SO_3592, SO_4056, SO_4422, SO_A0114"
401,PR20,PC02,B4,"562989","unambiguous","SO_0542","471","0.35","SO_0542"
401,PR20,PC02,B5,"4211589","unambiguous","metB","843","0.71","SO_4056"
401,PR20,PC02,B6,"4614025","unambiguous","SO_4422","975","0.45","SO_4422"
401,PR20,PC02,B7,"1567335","unambiguous","None","NA","NA","None"
401,PR20,PC02,B8,"","","","","",""
401,PR20,PC02,B9,"2150429, 3131136, 4632724","ambiguous, unambiguous, ambiguous","SO_2050, trpE, None","643,1274,NA","1.00, 0.74, NA","SO_2050, SO_3019, None"
401,PR20,PC02,B10,"5069725","unambiguous","ompA","506","0.49","SO_A0114"
401,PR20,PC02,B11,"1188086","unambiguous","SO_1144","309","0.28","SO_1144"
401,PR20,PC02,B12,"3756276","unambiguous","mipA","855","0.99","SO_3592"
401,PR20,PC02,C1,"2267925","unambiguous","None","NA","NA","None"
401,PR20,PC02,C2,"683096.0","unambiguous","gpD","123","0.22","SO_0665"
401,PR20,PC02,C3,"1371097, 2989387","ambiguous, unambiguous","None, argP","NA,388","NA, 0.42","None, SO_2866"
401,PR20,PC02,C4,"564773","ambiguous","SO_0544","308","0.14","SO_0544"
401,PR20,PC02,C5,"1371097, 4654563","ambiguous, unambiguous","None, SO_4466","NA,1462","NA, 0.75","None, SO_4466"
401,PR20,PC02,C6,"3597672","unambiguous","SO_3454","1166","0.96","SO_3454"
401,PR20,PC02,C7,"1371097, 2137894","ambiguous, ambiguous","None, sltY","NA,465","NA, 0.24","None, SO_2040"
401,PR20,PC02,C8,"","","","","",""
401,PR20,PC02,C9,"1693403","unambiguous","queF","21","0.02","SO_1608"
401,PR20,PC02,C10,"3891057","unambiguous","rfaE","401","0.28","SO_3745"
401,PR20,PC02,C11,"137047","unambiguous","None","NA","NA","None"
401,PR20,PC02,C12,"3393113","unambiguous","flgO","533","0.84","SO_3257"
401,PR20,PC02,D1,"4489648","unambiguous","cyaA","784","0.32","SO_4312"
401,PR20,PC02,D2,"781172","unambiguous","SO_4771","322","0.45","SO_4771"
401,PR20,PC02,D3,"4478433","unambiguous","None","NA","NA","None"
401,PR20,PC02,D4,"2409510","unambiguous","SO_2297","134","0.67","SO_2297"
401,PR20,PC02,D5,"1474987, 4677660","unambiguous, unambiguous","SO_1417, SO_4492","598,291","0.33, 0.57","SO_1417, SO_4492"
401,PR20,PC02,D6,"","","","","",""
401,PR20,PC02,D7,"","","","","",""
401,PR20,PC02,D8,"","","","","",""
401,PR20,PC02,D9,"3393961","unambiguous","flgT","41","0.03","SO_3258"
401,PR20,PC02,D10,"","","","","",""
401,PR20,PC02,D11,"","","","","",""
401,PR20,PC02,D12,"","","","","",""
401,PR20,PC02,E1,"4502121","unambiguous","bpfA","6959","0.84","SO_4317"
401,PR20,PC02,E2,"1816977","unambiguous","SO_1733","293","0.55","SO_1733"
401,PR20,PC02,E3,"2679103, 4478433, 4891971","ambiguous, unambiguous, unambiguous","SO_2545, None, vmeB","1263,NA,2647","0.98, NA, 0.84","SO_2545, None, SO_4692"
