#Condensed Collection Plate,Condensed Collection Row,Condensed Collection Column,Condensed Collection Well,Condensed Collection Plate Row,Condensed Collection Plate Column,Progenitor Collection Plate,Progenitor Collection Row,Progenitor Collection Column,Progenitor Collection Well,Condensation Type,Desired Transposon Coordinate,Desired Feature,Desired Locus Tag
206,B,8,B08,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,C,8,C08,1,206,258,E,12,E12,Colony Purification,2200735,SO_2103,SO_2103
206,D,8,D08,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,E,8,E08,1,206,258,E,12,E12,Colony Purification,2200735,SO_2103,SO_2103
206,F,8,F08,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,G,8,G08,1,206,258,E,12,E12,Colony Purification,2200735,SO_2103,SO_2103
206,H,8,H08,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,A,9,A09,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,B,9,B09,1,206,258,E,12,E12,Colony Purification,2200735,SO_2103,SO_2103
206,C,9,C09,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,D,9,D09,1,206,26,C,11,C11,Colony Purification,668201,SO_0640,SO_0640
206,E,9,E09,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,F,9,F09,1,206,26,C,11,C11,Colony Purification,668201,SO_0640,SO_0640
206,G,9,G09,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,H,9,H09,1,206,26,C,11,C11,Colony Purification,668201,SO_0640,SO_0640
206,A,10,A10,1,206,26,C,11,C11,Colony Purification,668201,SO_0640,SO_0640
206,B,10,B10,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,C,10,C10,1,206,261,D,12,D12,Colony Purification,119983,yedF,SO_0109
206,D,10,D10,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,E,10,E10,1,206,261,D,12,D12,Colony Purification,119983,yedF,SO_0109
206,F,10,F10,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,G,10,G10,1,206,261,D,12,D12,Colony Purification,119983,yedF,SO_0109
206,H,10,H10,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,A,11,A11,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,B,11,B11,1,206,261,D,12,D12,Colony Purification,119983,yedF,SO_0109
206,C,11,C11,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,D,11,D11,1,206,261,G,3,G03,Colony Purification,4254564,mreD,SO_4096
206,E,11,E11,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,F,11,F11,1,206,261,G,3,G03,Colony Purification,4254564,mreD,SO_4096
206,G,11,G11,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,H,11,H11,1,206,261,G,3,G03,Colony Purification,4254564,mreD,SO_4096
206,A,12,A12,1,206,261,G,3,G03,Colony Purification,4254564,mreD,SO_4096
206,B,12,B12,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,C,12,C12,1,206,261,F,5,F05,Colony Purification,2947545,SO_2829,SO_2829
206,D,12,D12,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,E,12,E12,1,206,261,F,5,F05,Colony Purification,2947545,SO_2829,SO_2829
206,F,12,F12,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
206,G,12,G12,1,206,261,F,5,F05,Colony Purification,2947545,SO_2829,SO_2829
206,H,12,H12,1,206,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,1,A01,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,1,B01,1,207,261,F,5,F05,Colony Purification,2947545,SO_2829,SO_2829
207,C,1,C01,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,1,D01,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,E,1,E01,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,1,F01,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,G,1,G01,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,1,H01,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,A,2,A02,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,B,2,B02,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,2,C02,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,D,2,D02,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,2,E02,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,F,2,F02,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,2,G02,1,207,262,F,8,F08,Colony Purification,96332,SO_0085,SO_0085
207,H,2,H02,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,3,A03,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,3,B03,1,207,262,F,9,F09,Colony Purification,4214371,phsC,SO_4060
207,C,3,C03,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,3,D03,1,207,262,F,9,F09,Colony Purification,4214371,phsC,SO_4060
207,E,3,E03,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,3,F03,1,207,262,F,9,F09,Colony Purification,4214371,phsC,SO_4060
207,G,3,G03,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,3,H03,1,207,262,F,9,F09,Colony Purification,4214371,phsC,SO_4060
207,A,4,A04,1,207,264,E,6,E06,Colony Purification,3919958,SO_3770,SO_3770
207,B,4,B04,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,4,C04,1,207,264,E,6,E06,Colony Purification,3919958,SO_3770,SO_3770
207,D,4,D04,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,4,E04,1,207,264,E,6,E06,Colony Purification,3919958,SO_3770,SO_3770
207,F,4,F04,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,4,G04,1,207,264,E,6,E06,Colony Purification,3919958,SO_3770,SO_3770
207,H,4,H04,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,5,A05,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,5,B05,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,C,5,C05,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,5,D05,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,E,5,E05,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,5,F05,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,G,5,G05,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,5,H05,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,A,6,A06,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,B,6,B06,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,6,C06,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,D,6,D06,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,6,E06,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,F,6,F06,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,6,G06,1,207,265,B,11,B11,Colony Purification,4989356,SO_A0025,SO_A0024,SO_A0025
207,H,6,H06,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,7,A07,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,7,B07,1,207,265,C,3,C03,Colony Purification,150842,ribB,SO_0142
207,C,7,C07,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,7,D07,1,207,265,C,3,C03,Colony Purification,150842,ribB,SO_0142
207,E,7,E07,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,7,F07,1,207,265,C,3,C03,Colony Purification,150842,ribB,SO_0142
207,G,7,G07,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,7,H07,1,207,265,C,3,C03,Colony Purification,150842,ribB,SO_0142
207,A,8,A08,1,207,265,G,4,G04,Colony Purification,458976,rsd,SO_0433
207,B,8,B08,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,8,C08,1,207,265,G,4,G04,Colony Purification,458976,rsd,SO_0433
207,D,8,D08,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,8,E08,1,207,265,G,4,G04,Colony Purification,458976,rsd,SO_0433
207,F,8,F08,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,8,G08,1,207,265,G,4,G04,Colony Purification,458976,rsd,SO_0433
207,H,8,H08,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,9,A09,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,9,B09,1,207,267,G,1,G01,Colony Purification,1100206,SO_1060,SO_1060
207,C,9,C09,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,9,D09,1,207,267,G,1,G01,Colony Purification,1100206,SO_1060,SO_1060
207,E,9,E09,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,9,F09,1,207,267,G,1,G01,Colony Purification,1100206,SO_1060,SO_1060
207,G,9,G09,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,9,H09,1,207,267,G,1,G01,Colony Purification,1100206,SO_1060,SO_1060
207,A,10,A10,1,207,267,G,9,G09,Colony Purification,1221404,corC,SO_1178
207,B,10,B10,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,10,C10,1,207,267,G,9,G09,Colony Purification,1221404,corC,SO_1178
207,D,10,D10,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,10,E10,1,207,267,G,9,G09,Colony Purification,1221404,corC,SO_1178
207,F,10,F10,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,10,G10,1,207,267,G,9,G09,Colony Purification,1221404,corC,SO_1178
207,H,10,H10,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,A,11,A11,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,B,11,B11,1,207,268,D,1,D01,Colony Purification,797005,SO_0782,SO_0782
207,C,11,C11,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,D,11,D11,1,207,268,D,1,D01,Colony Purification,797005,SO_0782,SO_0782
207,E,11,E11,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,F,11,F11,1,207,268,D,1,D01,Colony Purification,797005,SO_0782,SO_0782
207,G,11,G11,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,H,11,H11,1,207,268,D,1,D01,Colony Purification,797005,SO_0782,SO_0782
207,A,12,A12,1,207,268,G,7,G07,Colony Purification,3162003,SO_3048,SO_3048
207,B,12,B12,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,C,12,C12,1,207,268,G,7,G07,Colony Purification,3162003,SO_3048,SO_3048
207,D,12,D12,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,E,12,E12,1,207,268,G,7,G07,Colony Purification,3162003,SO_3048,SO_3048
207,F,12,F12,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
207,G,12,G12,1,207,268,G,7,G07,Colony Purification,3162003,SO_3048,SO_3048
207,H,12,H12,1,207,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,1,A01,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,1,B01,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,C,1,C01,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,1,D01,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,E,1,E01,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,1,F01,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,G,1,G01,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,1,H01,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,A,2,A02,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,B,2,B02,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,2,C02,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,D,2,D02,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,2,E02,1,208,269,F,10,F10,Colony Purification,2998131,hda,SO_2877
208,F,2,F02,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,2,G02,1,208,269,C,9,C09,Colony Purification,5116975,SO_A0158,SO_A0158
208,H,2,H02,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,3,A03,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,3,B03,1,208,269,C,9,C09,Colony Purification,5116975,SO_A0158,SO_A0158
208,C,3,C03,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,3,D03,1,208,269,C,9,C09,Colony Purification,5116975,SO_A0158,SO_A0158
208,E,3,E03,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,3,F03,1,208,269,C,9,C09,Colony Purification,5116975,SO_A0158,SO_A0158
208,G,3,G03,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,3,H03,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,A,4,A04,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,B,4,B04,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,4,C04,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,D,4,D04,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,4,E04,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,F,4,F04,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,4,G04,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,H,4,H04,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,5,A05,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,5,B05,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,C,5,C05,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,5,D05,1,208,27,C,11,C11,Colony Purification,1663736,SO_1588,SO_1588
208,E,5,E05,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,5,F05,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,G,5,G05,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,5,H05,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,A,6,A06,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,B,6,B06,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,6,C06,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,D,6,D06,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,6,E06,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,F,6,F06,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,6,G06,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,H,6,H06,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,7,A07,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,7,B07,1,208,27,G,5,G05,Colony Purification,637756,pabA,SO_0613
208,C,7,C07,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,7,D07,1,208,27,G,9,G09,Colony Purification,3689727,murJ,SO_3534
208,E,7,E07,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,7,F07,1,208,27,G,9,G09,Colony Purification,3689727,murJ,SO_3534
208,G,7,G07,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,7,H07,1,208,27,G,9,G09,Colony Purification,3689727,murJ,SO_3534
208,A,8,A08,1,208,27,G,9,G09,Colony Purification,3689727,murJ,SO_3534
208,B,8,B08,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,8,C08,1,208,270,G,4,G04,Colony Purification,686923,gpF,SO_0668
208,D,8,D08,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,8,E08,1,208,270,G,4,G04,Colony Purification,686923,gpF,SO_0668
208,F,8,F08,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,8,G08,1,208,270,G,4,G04,Colony Purification,686923,gpF,SO_0668
208,H,8,H08,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,9,A09,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,9,B09,1,208,270,G,4,G04,Colony Purification,686923,gpF,SO_0668
208,C,9,C09,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,9,D09,1,208,271,H,12,H12,Colony Purification,1695279,SO_1611,SO_1611
208,E,9,E09,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,9,F09,1,208,271,H,12,H12,Colony Purification,1695279,SO_1611,SO_1611
208,G,9,G09,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,9,H09,1,208,271,H,12,H12,Colony Purification,1695279,SO_1611,SO_1611
208,A,10,A10,1,208,271,H,12,H12,Colony Purification,1695279,SO_1611,SO_1611
208,B,10,B10,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,10,C10,1,208,271,B,7,B07,Colony Purification,2592731,SO_2470,SO_2470
208,D,10,D10,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,10,E10,1,208,271,B,7,B07,Colony Purification,2592731,SO_2470,SO_2470
208,F,10,F10,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,10,G10,1,208,271,B,7,B07,Colony Purification,2592731,SO_2470,SO_2470
208,H,10,H10,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,A,11,A11,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,B,11,B11,1,208,271,B,7,B07,Colony Purification,2592731,SO_2470,SO_2470
208,C,11,C11,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,D,11,D11,1,208,271,H,7,H07,Colony Purification,373658,SO_0363,SO_0363
208,E,11,E11,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,F,11,F11,1,208,271,H,7,H07,Colony Purification,373658,SO_0363,SO_0363
208,G,11,G11,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,H,11,H11,1,208,271,H,7,H07,Colony Purification,373658,SO_0363,SO_0363
208,A,12,A12,1,208,271,H,7,H07,Colony Purification,373658,SO_0363,SO_0363
208,B,12,B12,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,C,12,C12,1,208,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
208,D,12,D12,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,E,12,E12,1,208,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
208,F,12,F12,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
208,G,12,G12,1,208,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
208,H,12,H12,1,208,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,1,A01,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,1,B01,1,209,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
209,C,1,C01,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,1,D01,1,209,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
209,E,1,E01,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,1,F01,1,209,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
209,G,1,G01,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,1,H01,1,209,273,G,12,G12,Colony Purification,385118,yjjG,SO_0372
209,A,2,A02,1,209,274,F,4,F04,Colony Purification,764774,fpr,SO_0747
209,B,2,B02,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,2,C02,1,209,274,F,4,F04,Colony Purification,764774,fpr,SO_0747
209,D,2,D02,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,2,E02,1,209,274,F,4,F04,Colony Purification,764774,fpr,SO_0747
209,F,2,F02,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,G,2,G02,1,209,274,F,4,F04,Colony Purification,764774,fpr,SO_0747
209,H,2,H02,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,3,A03,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,3,B03,1,209,275,C,10,C10,Colony Purification,972778,SO_0942,SO_0942
209,C,3,C03,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,3,D03,1,209,275,C,10,C10,Colony Purification,972778,SO_0942,SO_0942
209,E,3,E03,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,3,F03,1,209,275,C,10,C10,Colony Purification,972778,SO_0942,SO_0942
209,G,3,G03,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,3,H03,1,209,275,C,10,C10,Colony Purification,972778,SO_0942,SO_0942
209,A,4,A04,1,209,276,D,8,D08,Colony Purification,2106626,SO_2008,SO_2008
209,B,4,B04,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,4,C04,1,209,276,D,8,D08,Colony Purification,2106626,SO_2008,SO_2008
209,D,4,D04,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,4,E04,1,209,276,D,8,D08,Colony Purification,2106626,SO_2008,SO_2008
209,F,4,F04,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,G,4,G04,1,209,276,D,8,D08,Colony Purification,2106626,SO_2008,SO_2008
209,H,4,H04,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,5,A05,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,5,B05,1,209,279,H,12,H12,Colony Purification,2406480,SO_2291,SO_2291
209,C,5,C05,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,5,D05,1,209,279,H,12,H12,Colony Purification,2406480,SO_2291,SO_2291
209,E,5,E05,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,5,F05,1,209,279,H,12,H12,Colony Purification,2406480,SO_2291,SO_2291
209,G,5,G05,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,5,H05,1,209,279,H,12,H12,Colony Purification,2406480,SO_2291,SO_2291
209,A,6,A06,1,209,279,C,2,C02,Colony Purification,3318302,wzy,SO_3179
209,B,6,B06,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,6,C06,1,209,279,C,2,C02,Colony Purification,3318302,wzy,SO_3179
209,D,6,D06,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,6,E06,1,209,279,C,2,C02,Colony Purification,3318302,wzy,SO_3179
209,F,6,F06,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,G,6,G06,1,209,279,C,2,C02,Colony Purification,3318302,wzy,SO_3179
209,H,6,H06,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,7,A07,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,7,B07,1,209,28,F,7,F07,Colony Purification,2794503,SO_2661,SO_2661
209,C,7,C07,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,7,D07,1,209,28,F,7,F07,Colony Purification,2794503,SO_2661,SO_2661
209,E,7,E07,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,7,F07,1,209,28,F,7,F07,Colony Purification,2794503,SO_2661,SO_2661
209,G,7,G07,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,7,H07,1,209,28,F,7,F07,Colony Purification,2794503,SO_2661,SO_2661
209,A,8,A08,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,B,8,B08,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,8,C08,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,D,8,D08,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,8,E08,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,F,8,F08,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,G,8,G08,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,H,8,H08,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,9,A09,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,9,B09,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,C,9,C09,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,9,D09,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,E,9,E09,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,9,F09,1,209,280,D,10,D10,Colony Purification,1356429,SO_1303,SO_1303
209,G,9,G09,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,9,H09,1,209,280,F,11,F11,Colony Purification,334214,SO_0331,SO_0331
209,A,10,A10,1,209,280,F,11,F11,Colony Purification,334214,SO_0331,SO_0331
209,B,10,B10,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,10,C10,1,209,280,F,11,F11,Colony Purification,334214,SO_0331,SO_0331
209,D,10,D10,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,10,E10,1,209,280,F,11,F11,Colony Purification,334214,SO_0331,SO_0331
209,F,10,F10,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,G,10,G10,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,H,10,H10,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,A,11,A11,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,B,11,B11,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,C,11,C11,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,D,11,D11,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,E,11,E11,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,F,11,F11,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,G,11,G11,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,H,11,H11,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,A,12,A12,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,B,12,B12,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,C,12,C12,1,209,281,A,3,A03,Colony Purification,2895416,yciA,SO_2772
209,D,12,D12,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
209,E,12,E12,1,209,281,G,7,G07,Colony Purification,2428881,cheY,SO_2318
209,F,12,F12,1,209,NA,NA,NA,NA,NA,-1,BLANK,BLANK
